"Short desc","Keywords","Level","Vnum","Room","Location","Flags","Weight","Value","Material","Worn","Item type","AC/SLevel","Capacity","Spells","Affects","hit roll","damage roll","hp","mana","moves","armor class","strength","dexterity","intelligence","wisdom","constitution","Bit affects",","Other"
"","mace omega",95,29708,29719,"on Gahris","---V-D----------L-----",24,0,"Gold","(wield)","weapon(shbite)","8d13",0,"shocking","+10hit,+9dam,+51hp,+37man",10,9,51,37,0,0,0,0,0,0,0,"",,""
"","ancient robe gahris",95,29715,29719,"on Gahris","---VM-----------L-----",8,0,"unknown","(body)","armor","28/28/28/28",0,"","+7hit,+10dam,+15hp,+10man",7,10,15,10,0,0,0,0,0,0,0,"",,""
"","ancient orb",95,29722,29719,"on Gahris","---VM-----------L-B---",1,0,"unknown","(float)","container",0,"20lbs, 200 max (0% bulk),"close closed ","+4hit,+6dam,+42hp,+30man",4,6,42,30,0,0,0,0,0,0,0,"",,""
"","venom polearm",95,29707,29720,"on Katerin","---V------------L-----",11,0,"something","(wield)","weapon(acbite)","8d13",0,"manadrain","+10hit,+9dam,+51hp,+37man",10,9,51,37,0,0,0,0,0,0,0,"",,""
"","ancient ring",95,29714,29720,"on Katerin","----M-----------L-----",4,0,"unknown","(finger)","armor","28/28/28/28",0,"","+8hit,+9dam,+15hp,+20man",8,9,15,20,0,0,0,0,0,0,0,"",,""
"","ancient legplate",95,29723,29720,"on Katerin","---VM-----------L-----",9,0,"unknown","(legs)","armor","30/30/30/30",0,"","+9hit,+6dam,+36hp,+35man",9,6,36,35,0,0,0,0,0,0,0,"",,""
"","flail genesis",95,29706,29721,"on Jamesis","---V-D----------L-----",13,0,"Steel","(wield)","weapon(frbite)","8d13",0,"vorpal","+10hit,+9dam,+51hp,+37man",10,9,51,37,0,0,0,0,0,0,0,"",,""
"","ancient neckguard jamesis",95,29713,29721,"on Jamesis","----M-----------L-----",1,0,"unknown","(neck)","armor","30/30/30/30",0,"","+8hit,+9dam,+25hp,+25man",8,9,25,25,0,0,0,0,0,0,0,"",,""
"","ancient shield",95,29721,29721,"on Jamesis","----M-----------L-B---",1,0,"unknown","(shield)","armor","30/30/30/30",0,"","+10hit,+11dam,+74hp,+64man",10,11,74,64,0,0,0,0,0,0,0,"",,""
"","longsword deanna",95,29705,29722,"on Deanna","---V-D----------L-----",9,0,"Platinum","(wield)","weapon(flbite)","8d13",0,"vorpal","+10hit,+9dam,+51hp,+37man",10,9,51,37,0,0,0,0,0,0,0,"",,""
"","ancient breastplate",95,29712,29722,"on Deanna","---VM-----------L-B---",13,0,"unknown","(torso)","armor","28/28/28/28",0,"","+8hit,+9dam,+25hp,+10man",8,9,25,10,0,0,0,0,0,0,0,"",,""
"","ancient girdle",95,29720,29722,"on Deanna","---VM-----------L-B---",30,0,"unknown","(waist)","armor","33/33/33/33",0,"","+8hit,+9dam,+24hp,+52man",8,9,24,52,0,0,0,0,0,0,0,"",,""
"","The Throne of the King",0,29703,29736,"in room: The King's Chambers","-------g--------------",1,0,"Granite","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sceptre narisma",101,29711,29736,"on {wThe King of the {yF{Yo{Wr{wgot{Wt{Ye{yn {yF{Yo{Wr{wtr{We{Ys{ys{x","---VM----d-v----L-----",1,0,"unknown","(wield)","weapon(magic)","10d11",0,"manadrain","+11hit,+11dam,+25hp,+25man",11,11,25,25,0,0,0,0,0,0,0,"",,""
"","horned crown",99,29716,29736,"on {wThe King of the {yF{Yo{Wr{wgot{Wt{Ye{yn {yF{Yo{Wr{wtr{We{Ys{ys{x","---VM-----------L-----",35,0,"unknown","(head)","armor","30/30/30/30",0,"","+10hit,+10dam,+30hp,+30man",10,10,30,30,0,0,0,0,0,0,0,"",,""
"","ancient boot narisma",95,29725,29736,"on {wThe King of the {yF{Yo{Wr{wgot{Wt{Ye{yn {yF{Yo{Wr{wtr{We{Ys{ys{x","---VMD----------L-----",1,0,"unknown","(feet)","armor","30/30/30/30",0,"","+10hit,+8dam,+33hp,+33man,+200mov",10,8,33,33,200,0,0,0,0,0,0,"",,""
"","throne",1,29704,29742,"in room: The Queen's Chambers","-------g--------------",1,0,"Granite","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","grim whip spite",101,29710,29742,"on {wThe Queen of the {cF{Co{Wr{wgot{Wt{Ce{cn {cF{Co{Wr{wtr{We{Cs{cs{x","---VM---hd------L-----",25,0,"unknown","(wield)","weapon(demonst)","12d9",0,"two-handed","+11hit,+11dam,+25hp,+25man",11,11,25,25,0,0,0,0,0,0,0,"",,""
"","spiked bracelet",95,29717,29742,"on {wThe Queen of the {cF{Co{Wr{wgot{Wt{Ce{cn {cF{Co{Wr{wtr{We{Cs{cs{x","---VM-----------L-----",13,0,"unknown","(wrist)","armor","28/28/28/28",0,"","+10hit,+9dam,+20hp,+30man",10,9,20,30,0,0,0,0,0,0,0,"",,""
"","ancient gauntlet",95,29724,29742,"on {wThe Queen of the {cF{Co{Wr{wgot{Wt{Ce{cn {cF{Co{Wr{wtr{We{Cs{cs{x","---VM-------------B---",12,0,"unknown","(hands)","armor","30/30/30/30",0,"","+15hit,+11dam,+43hp,+45man",15,11,43,45,0,0,0,0,0,0,0,"",,""
"","portal small hole",1,29718,29745,"in room: A secret portal room","-------g--------------",1,0,"unknown","(none)","portal to A secret hallway",1,9,"1","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","hatch",0,29733,29750,"in room: A secret hallway","----------------------",1,0,"unknown","(none)","portal to A Shrine dedicated to the God Narisma",3,0,"3","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","flaming scythe zack grothime",95,18904,18904,"on Zack Grothime","----M-------b---------",50,0,"unknown","(wield)","weapon(charge)","10d11",0,"two-handed","+10hit,+12dam,+100hp,+60man,+2str,+1dex,-2wis,-3con",10,12,100,60,0,0,2,1,0,-2,-3,"",,""
"","sling slingshot",60,18908,18908,"on A little boy","------------b---------",10,300,"unknown","(wield)","weapon(thwack)","8d9",0,"vorpal","+20hp,-1con",0,0,20,0,0,0,0,0,0,0,-1,"",,""
"","shoes scuffed running",50,18905,18908,"on A little boy","----------------------",1,0,"unknown","(feet)","armor","8/11/14/9",0,"","+4hit,+4dam,+20hp,-20man,+2dex,-2int",4,4,20,-20,0,0,0,2,-2,0,0,"",,""
"","pelt giant rat",67,18911,18911,"on The giant rat","---------d------------",1,0,"unknown","(neck)","armor","15/12/12/13",0,"","+6hit,+5dam,+30hp,+10man,-3dex,-3int",6,5,30,10,0,0,0,-3,-3,0,0,"",,""
"","shovel huge rusty",70,18921,18921,"on Igor, the gravekeeper","------------b---------",71,3995,"unknown","(wield)","weapon(smash)","8d11",0,"vorpal","+2str,-1dex,-2con",0,0,0,0,0,0,2,-1,0,0,-2,"",,""
"","lantern light old rusted",70,18920,18921,"on Igor, the gravekeeper","-------g--------------",1,0,"unknown","(take)","light",0,2147483647,"(limited)","+3hit,+3dam,+50hp,-3con",3,3,50,0,0,0,0,0,0,0,-3,"",,""
"","old broken bottle wine",60,18926,18926,"on The drunken man","----------------------",11,20000,"unknown","(wield)","weapon(thrust)","9d8",0,"vorpal","+6hit,+4dam,+20hp,-1str,-1wis",6,4,20,0,0,0,-1,0,0,-1,0,"",,""
"","bloody vampire's teeth",66,18936,18930,"on A vampire","G---M-----------------",67,3520,"unknown","(wield)","weapon(drain)","6d12",0,"vorpal","+5hit,+5dam",5,5,0,0,0,0,0,0,0,0,0,"",,""
"","axe bronze",60,18935,18935,"on The Soldier","----------------------",4,15000,"unknown","(wield)","weapon(cleave)","9d8",0,"vorpal","+6hit,+7dam,+2str,-4dex,-2wis",6,7,0,0,0,0,2,-4,0,-2,0,"",,""
"","helmet bronze",60,18934,18935,"on The Soldier","----------------------",1,5000,"unknown","(head)","armor","12/13/15/16",0,"","+4hit,+5dam,-10man,+1str,-2dex,-1wis",4,5,0,-10,0,0,1,-2,0,-1,0,"",,""
"","bronze bangle",60,18933,18935,"on The Soldier","----------------------",1,5000,"unknown","(wrist)","armor","14/14/14/15",0,"","+5dam,+1str,-1dex,+1con",0,5,0,0,0,0,1,-1,0,0,1,"",,""
"","chest plate bronze",60,18932,18935,"on The Soldier","----------------------",1,10000,"unknown","(torso)","armor","14/15/15/15",0,"","+6hit,+6dam,+10man,-3dex,+1con",6,6,0,10,0,0,0,-3,0,0,1,"",,""
"","bronze gauntlets",60,18931,18935,"on The Soldier","----------------------",1,5000,"unknown","(hands)","armor","14/14/14/20",0,"","+4hit,+5dam,+20man,+1str,-1dex",4,5,0,20,0,0,1,-1,0,0,0,"",,""
"","bronze shield",60,18929,18935,"on The Soldier","----------------------",2,10000,"unknown","(shield)","trash",0,0,"","+6dam,-30man,+1str",0,6,0,-30,0,0,1,0,0,0,0,"",,""
"","blue bandana",110,18949,18950,"on Lora","-----DR----v-P-----U--",1,0,"unknown","(head)","armor","16/18/18/18",0,"","-5str,-5dex,-5int,-5wis,-5con",0,0,0,0,0,0,-5,-5,-5,-5,-5,"",,""
"","void disruption air",0,18961,18950,"in room: The End of the Road","--------h-------------",1,0,"unknown","(none)","portal to A right in the fabric of Space and Time",0,2147483647,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","dusty smudge",80,18950,18951,"on The pile of ash","--------h-------------",10,0,"unknown","(neck)","armor","17/12/12/23",0,"","+9hit,+8dam,+35man,-2str,-2dex,-1wis,-2con",9,8,0,35,0,0,-2,-2,0,-1,-2,"",,""
"","old platnium boots pair",83,18952,18952,"on A giant spider","-E--------------------",1,0,"unknown","(feet)","armor","15/18/18/19",0,"","+6hit,+6dam,+30hp,+21man,-1str,-2int,-1wis",6,6,30,21,0,0,-1,0,-2,-1,0,"",,""
"","strange looking grave",0,18953,18953,"in room: Before a strange grave","----------------------",1,0,"unknown","(none)","portal to Upon a dark hole",128,2147483647,"128","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","iron crown horde",73,18954,18954,"on The Skeleton of Corwin","----------------------",10,0,"unknown","(head)","armor","24/21/20/30",0,"","+9hit,+8dam,+120hp,-130man,+1dex,+2int",9,8,120,-130,0,0,0,1,2,0,0,"",,""
"","strage looking sarcophage",0,18955,18955,"in room: Deeper inside the ground","----------------------",1,0,"unknown","(none)","portal to A huge dark room",128,2147483647,"128","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","separatist axe",1,18956,18956,"on The Zombie of Bouchard","--------hd-vb---L-----",90,0,"unknown","(wield)","weapon(slash)","12d11",0,"vorpal","+10hit,+16dam,+150hp,-200man,+4str,-4int,+4con",10,16,150,-200,0,0,4,0,-4,0,4,"",,""
"","dark hole inside the ground",0,18957,18957,"in room: Upon a dark hole","----------------------",1,0,"unknown","(none)","portal to Inside a dark chamber",128,2147483647,"128","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","strange ladder ",0,18958,18957,"in room: Upon a dark hole","----------------------",1,0,"unknown","(none)","portal to Before a strange grave",128,2147483647,"128","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","tear giant eye",73,18959,18959,"on The floating eye","--------h-------------",1,0,"unknown","(ornament)","armor","16/15/18/19",0,"","+5hit,+5dam,+30man,-1str",5,5,0,30,0,0,-1,0,0,0,0,"",,""
"","snake headed whip",69,18960,18960,"on The Medusa","--------h-------------",10,0,"unknown","(wield)","weapon(suction)","9d9",0,"vorpal","+6hit,+6dam,-23hp,+34man,+1str,-1wis",6,6,-23,34,0,0,1,0,0,-1,0,"",,""
"","deadly dagger doom",75,18965,18961,"on The Countess","--------h-------------",1,0,"unknown","(wield)","weapon(illum)","9d8",0,"vorpal","+7hit,+6dam,+53man",7,6,0,53,0,0,0,0,0,0,0,"",,""
"","void disruption air",0,18964,18962,"in room: A right in the fabric of Space and Time","--------h-------------",1,0,"unknown","(none)","portal to The End of the Road",0,2147483647,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","lace garter belt",75,18963,18963,"on Celina, the first ghost","--------h-------------",1,0,"unknown","(waist)","armor","21/19/18/21",0,"","+6hit,+5dam,+43man,-4int,+2con",6,5,0,43,0,0,0,0,-4,0,2,"",,""
"","golden spear forgotten warrior",75,18966,18966,"on Doriath, the second ghost","--------h-------------",76,10000,"unknown","(wield)","weapon(thrust)","9d9",0,"vorpal","+5hit,+6dam,-24hp,+2str,-1wis,+1con",5,6,-24,0,0,0,2,0,0,-1,1,"",,""
"","body child burning",0,18967,18966,"in room: Before the Second Gate","----------------------",-2153,0,"unknown","(none)","container",0,"1lbs, 1 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","burnt parchment",0,18969,18966,"on Doriath, the second ghost","---V------------------",1,0,"unknown","(take)","scroll",100,0,"restoration,chill shield,animal essence","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scales black dragon",75,18968,18968,"on The Black Dragon, the third ghost","--------h-------------",1,0,"unknown","(ornament)","armor","19/21/19/18",0,"","+9hit,+8dam,-21hp,+53man,+1str",9,8,-21,53,0,0,1,0,0,0,0,"",,""
"","jacket holes",80,18971,18971,"on The Ultimate King, the fourth ghost","--------h-------------",1,0,"unknown","(torso)","armor","34/35/31/30",0,"","+6hit,+7dam,+25hp,+50mov,-3int",6,7,25,0,50,0,0,0,-3,0,0,"",,""
"","smooth rock",0,5904,5904,"in room: On the Bridge","----------------------",1,500000,"unknown","(take)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","smooth rock",0,5905,5906,"in room: Western Enchanted Falls","----------------------",1,0,"unknown","(take)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Red Circle Card",0,5955,5914,"on a wondering merchant","----------------------",1,0,"unknown","(take)","portal to Room of the Red Circle",0,2,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","yellow herb",5,5921,5923,"on Debian","--------h-----------#-",1,3500,"herb","(take)","pill",40,0,"armor,weaken","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","blue herb",5,5920,5923,"on Debian","--------h-----------#-",1,3500,"herb","(take)","pill",70,0,"combat mind,weaken","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","red herb",5,5918,5923,"on Debian","--------h-----------#-",1,3150,"herb","(take)","pill",20,0,"haste","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","purple pink herb",5,5917,5923,"on Debian","--------h-----------#-",1,500,"unknown","(take)","pill",30,0,"giant strength","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","dark herb",5,5915,5923,"on Debian","--------h-----------#-",1,1550,"unknown","(take)","pill",70,0,"corruption","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","medicine bag",0,5914,5923,"on Debian","--------h---------B-#-",1,30000,"leather","(take)","container",0,"10lbs, 500 max (150% bulk),"close ","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","stout elven bag",0,5906,5924,"on Grenaldo","-----DR-----------B-#-",1,300000,"unknown","(take)","container",0,"250lbs, 10 max (80% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","stout elven sandals",10,5903,5924,"on Grenaldo","--------------------#-",41,100000,"unknown","(feet)","armor","15/15/15/14",0,"","+5hit,+15hp",5,0,15,0,0,0,0,0,0,0,0,"",,""
"","sturdy elven backpack",0,5901,5924,"on Grenaldo","----MDR-----------B-#-",1,300000,"leather","(body)","container",0,"500lbs, 15 max (105% bulk),"close ","+30hp,-2arm",0,0,30,0,0,-2,0,0,0,0,0,"",,""
"","roman noodles beef",0,5930,5930,"on lynouri","--------------------#-",1,500,"noodles","(take)","food",6,24,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Roman Noodles Chicken",0,5931,5930,"on lynouri","--------------------#-",1,500,"unknown","(take)","food",10,24,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","stone willow whip of pestilance",50,5944,5944,"on stabine the willow flyer","----------------------",61,3400,"unknown","(wield)","weapon(pestil)","3d30",0,"vorpal","+7hit,+7dam,-30man",7,7,0,-30,0,0,0,0,0,0,0,"",,""
"","rusty lance",35,5948,5948,"on Genia","----------------------",9,0,"unknown","(wield)","weapon(pestil)","3d23",0,"poison","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","rusty bracer",45,5949,5948,"on Genia","----------------------",9,39,"unknown","(wrist)","armor","13/13/13/12",0,"","+3hit,+4dam,+20hp",3,4,20,0,0,0,0,0,0,0,0,"",,""
"","flake red rust",1,5947,5948,"on Genia","----------------------",1,0,"unknown","(take)","pill",30,0,"armor,bless,haste","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","reaping beads",55,5970,5955,"on A stone titan","----------------------",36,39,"unknown","(hold)","armor","9/9/9/9",0,"","+10hit,+10dam,+20hp,-40arm",10,10,20,0,0,-40,0,0,0,0,0,"",,""
"","gate machine protal huge",0,5972,5972,"in room: Morgans Laboratory","----------------------",1,0,"unknown","(none)","portal to Training Ground ",0,100000,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","ancient ring of assassins ky",45,5990,5981,"on Greg","----------------------",91,94,"unknown","(finger)","armor","9/9/9/9",0,"","+4hit,+9dam,+30hp",4,9,30,0,0,0,0,0,0,0,0,"",,""
"","morgan exotic floating disc",10,5983,5982,"on Gibeen","--------------------#-",46,235000,"unknown","(wield)","weapon(slash)","5d12",0,"vorpal","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","morgans exotic broken orb",10,5982,5982,"on Gibeen","--------------------#-",46,232000,"unknown","(wield)","weapon(shbite)","5d12",0,"vorpal","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","morgans signet ring",10,5985,5982,"on Gibeen","--------------------#-",51,200000,"unknown","(finger)","armor","19/19/19/19",0,"","+4hit,+4dam,-1con",4,4,0,0,0,0,0,0,0,0,-1,"",,""
"","cloth purple hood",10,5922,5982,"on Gibeen","--------h-----------#-",43,300000,"unknown","(head)","armor","0/0/0/0",0,"","-20man,-2str,+2wis,+2con",0,0,0,-20,0,0,-2,0,0,2,2,"",,""
"","Purple Robes",10,5923,5982,"on Gibeen","--------h---------B-#-",6,100000,"unknown","(torso)","armor","2/2/2/1",0,"","+2int,+2wis,+3con",0,0,0,0,0,0,0,0,2,2,3,"",,""
"","Silver Bracers",40,5984,5983,"on a silver dragon figure","----------------------",7,15000,"unknown","(wrist)","armor","18/18/18/17",0,"","+5dam,+30man,-3int",0,5,0,30,0,0,0,0,-3,0,0,"",,""
"","table",0,11201,11206,"in room: Meeting Platform","----------------------",1,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Purity herb",5,11207,11207,"on {YP{yhoen{ri{Rx{x","-E------------------#-",2,20000,"herb","(take)","pill",50,0,"cure corruption","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pixie pill yellow",5,11206,11207,"on {YP{yhoen{ri{Rx{x","--------------------#-",0,11000,"pixiedust","(hold)","pill",5,0,"heal,faerie fire","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","phoniex",5,11208,11207,"on {YP{yhoen{ri{Rx{x","----M--gh----P----BU#-",10,200000,"glass","(take)","potion",110,0,"cure disease,cure corruption,cure blindness,cure poison","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Forest herbs",5,11220,11207,"on {YP{yhoen{ri{Rx{x","--------h-----------#-",1,60000,"unknown","(take)","pill",80,0,"aid,energy containment,combat mind,golden aura","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","recall potion",5,11216,11207,"on {YP{yhoen{ri{Rx{x","-------gh-----------#-",5,10000,"unknown","(take)","potion",50,0,"word of recall,cure blindness,cure poison,refresh","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","mirror silver",0,11213,11207,"in room: The Phoenix nest","-------g--------------",1,0,"silver","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","box",0,11214,11208,"in room: The Healers Home","----------------------",1,0,"wood","(none)","container",0,"100lbs, 100 max (0% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Bandages leaf",5,11215,11208,"inside a small box woven together from {ydried {gtwigs{x in The Healers Home","----------------------",1,0,"food","(take)","pill",5,0,"cure serious","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Travel token nt newthalos",0,11209,11210,"on Norrath","--------------------#-",1,5000,"wood","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Travel token gerighelm",0,11224,11210,"on Norrath","--------------------#-",1,5000,"wood","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","portal arkadia",0,11217,11210,"on Norrath","-------g----------B-#-",24,10000,"platinum","(take)","portal to The Tree of Life",0,1,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","ranger sword",10,11203,11216,"on the ancient ranger bear","-E-----g------------#-",51,100000,"metal","(wield)","weapon(slash)","6d11",0,"none","+5hit,+5dam",5,5,0,0,0,0,0,0,0,0,0,"",,""
"","sword",10,11202,11216,"on the ancient ranger bear","-E------------------#-",31,1890,"metal","(wield)","weapon(slash)","5d12",0,"none","+2hit,+2dam,+10hp",2,2,10,0,0,0,0,0,0,0,0,"",,""
"","herbal potion",5,11205,11216,"on the ancient ranger bear","----M--g------------#-",8,20000,"glass","(take)","potion",28,0,"heal,heal,cure disease,cure disease","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","arkadian back knapsack backpack arkadia",0,11204,11216,"on the ancient ranger bear","-----D-gh---------B-#-",100,500000,"unknown","(body)","container",0,"100lbs, 15 max (60% bulk),"close ","-4arm",0,0,0,0,0,-4,0,0,0,0,0,"",,""
"","bota arkadia water carrier",0,11210,11220,"on A halfling fruit seller","--------------------#-",1,30000,"unknown","(take)","drink container",0,800,"water","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","fruits forest",0,11211,11220,"on A halfling fruit seller","--------------------#-",0,100,"food","(take)","food",1,20,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","recall potion",50,11216,11221,"in room: testing","-------gh-------------",5,10000,"unknown","(take)","potion",50,0,"word of recall,cure blindness,cure poison,refresh","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","altar",0,29800,29806,"in room: An Altar","----------------------",1,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","portal stairs",0,29801,29806,"in room: An Altar","----------------------",1,0,"unknown","(none)","portal to The Bottom of the Stairs",0,999999,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","stairs portal",0,29802,29807,"in room: The Bottom of the Stairs","----------------------",1,0,"unknown","(none)","portal to An Altar",0,999999,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","tattoo mark sakron",75,29808,29816,"on a follower of {RS{ra{Dkr{ro{Rn{x","------R---------------",0,0,"unknown","(wrist)","armor","0/0/0/0",0,"","+6hit,+8dam,+20hp,-10man,+1dex",6,8,20,-10,0,0,0,1,0,0,0,"",,""
"","portal altar sakron",0,29810,29816,"in room: Altar of Chaos","----------------------",1,0,"unknown","(none)","portal to The Other Side of the Portal",3,999999,"3","",0,0,0,0,0,0,0,0,0,0,0,"",,""
